"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"2997",331318,NA,NA,NA,NA,NA,NA,NA,NA
"2998",331319,NA,NA,NA,NA,NA,"0",NA,NA
"2999",333301,NA,NA,NA,NA,NA,NA,NA,NA
"3000",340001,"0.522","0.596","1.919","0.295","0.726","0.871","4.4","0.76"
"3001",340002,"0.52","0.415","0.591","0.213","1.242","1.049","2.2","0.81"
"3002",340003,"0","0.408","2.471",NA,NA,"1.136","4.1","0.95"
"3003",340004,"0.344","0.625","0.254","0.604","0.356","1.127","2.3","0.76"
"3004",340008,NA,NA,"0.813",NA,"0","0.314","3.2","0.69"
"3005",340010,"0.366","0.577","0.958","0.68","0.347","0.66","3.0","0.78"
"3006",340013,"1.234","2.552","0.796",NA,NA,"1.025","3.7","0.94"
"3007",340014,"0.798","0.505","0.211","1.203","1.509","1.256","2.4","0.84"
"3008",340015,"0.564","0.983","0.639",NA,"1.668","1.286","2.9","0.82"
"3009",340016,"0","0.579",NA,NA,NA,"0.607","3.8","1.12"
"3010",340017,"0.99","1.464","1.621",NA,"0.64","0.851","2.7","0.73"
"3011",340020,"0.352","0","0",NA,NA,"0.741","3.4","0.82"
"3012",340021,"0.62","0.394","1.412","0.564","1.342","0.532","2.6","0.67"
"3013",340023,"0.759","0.192","0.923",NA,NA,"0.613","2.9","0.93"
"3014",340024,NA,"0.244",NA,NA,NA,"0.558","2.8","0.74"
"3015",340027,"2.22","0.741","1.136",NA,"1.791","0.166","2.9","1.07"
"3016",340028,"0.374","0.664","1.052","0.354","1.16","0.734","2.9","0.94"
"3017",340030,"0.589","0.611","0.11","0","1.079","0.697","3.1","0.81"
"3018",340032,"0.339","0.333","0.335","1.634","0.197","0.702","2.9","0.60"
"3019",340037,NA,"0",NA,NA,NA,"0.615",NA,"0.79"
"3020",340039,"0","0.528","0.343",NA,"0.601","1.433","3.0","0.82"
"3021",340040,"0.536","1.042","1.514","1.49","0.255","0.703","4.0","1.01"
"3022",340041,"0.442","0.38",NA,NA,"0.786","1.052","4.0","1.00"
"3023",340042,"0.302","0",NA,NA,"0.675","1.335","3.6","0.79"
"3024",340047,"0.768","0.325","1.874","1.027","1.841","1.266","3.2","0.98"
"3025",340049,NA,"0",NA,NA,NA,"0","2.2","0.94"
"3026",340050,"0.767","0.564","0.793","0.866","1.093","0.69","3.7","1.17"
"3027",340051,"0","0",NA,NA,NA,"0.562","3.6","0.87"
"3028",340053,"1.277","0.413","0.722","0.758","1.506","1.133","2.5","0.94"
"3029",340060,"0","0",NA,NA,NA,"0.698",NA,"0.91"
"3030",340061,"0.591","0.871","0.886","0.862","1.165","1.154","3.7","1.13"
"3031",340064,NA,"0.435",NA,NA,NA,"0.331","2.6","0.81"
"3032",340068,"0.509","0.248","0.536",NA,"0","0.219",NA,"0.98"
"3033",340069,"0.659","1.09","1.135","0","1.052","0.93","3.0","1.12"
"3034",340070,"1.322","0.425","1.854",NA,"0.516","0.869","2.9","0.67"
"3035",340071,"0.467","0.459",NA,NA,"0","0.929","3.3","0.73"
"3036",340073,"0.54","0.369","0.24",NA,"0.468","0.7","3.5","0.68"
"3037",340075,"0.522","0.772","0.92",NA,"0","0.663","3.2","0.94"
"3038",340084,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3039",340085,NA,"0.312","0",NA,"0.991","0.931","4.3","1.18"
"3040",340087,NA,"0",NA,NA,NA,"0.287",NA,"0.92"
"3041",340090,"0.807","0.252","1.243",NA,"0.463","0.603","2.9","0.86"
"3042",340091,"0.186","0.338","0.934","0","0.483","1.078","2.3","0.59"
"3043",340096,NA,"0","0",NA,NA,"0.987","3.8","0.83"
"3044",340097,"0","0","0",NA,NA,"0","3.0","0.70"
"3045",340098,"0.669","0.365","0.215","0.49","1.693","0.971","4.2","0.69"
"3046",340099,"0","1.262",NA,NA,NA,"2.393","2.7","0.83"
"3047",340106,NA,"0",NA,NA,NA,"0",NA,"0.86"
"3048",340107,"0.194","0.343",NA,NA,"1.735","0.784","3.3","0.80"
"3049",340109,"0.466","0.478","0.915",NA,"1.761","0.82","3.3","0.75"
"3050",340113,"0.575","0.658","0.73","0.858","0.785","0.721","2.5","0.67"
"3051",340114,"0.412","0.261","0.679","0.856","0.484","0.875","1.6","0.82"
"3052",340115,"0.416","0.46","1.552",NA,"1.191","0.964","2.9","0.86"
"3053",340116,"0.876","0.232","0.638",NA,"0.522","0.735","3.2","0.74"
"3054",340119,"0","0",NA,NA,NA,"0.521","3.6","0.92"
"3055",340120,NA,NA,NA,NA,NA,"0.368",NA,"1.07"
"3056",340123,"0","0","0.815",NA,"0","0.411","2.6","0.61"
"3057",340126,"0.657","0.705","0.918",NA,"0.528","1.246","3.0","0.64"
"3058",340127,"0","0.602","0",NA,NA,"2.054","4.8","0.95"
"3059",340129,"0.885","0.163","0.578",NA,NA,"1.122","3.4","1.00"
"3060",340130,"0.588","1.261","1.142",NA,"0.767","0.566","4.2","1.01"
"3061",340131,"0.2","0.372","0.29","0","0","0.726","1.8","0.70"
"3062",340132,"0","0.371","0",NA,"1.635","1.349",NA,"0.79"
"3063",340133,NA,"0",NA,NA,NA,"0","2.7","0.88"
"3064",340141,"0.412","0.712","0.127","0.182","0.667","0.757","2.6","0.96"
"3065",340142,"0.229","0.952","0.532",NA,"0.959","0.742","2.6","0.88"
"3066",340143,"0.135","0.219","0.305",NA,"0.969","0.629","3.2","0.83"
"3067",340144,"0","0.358",NA,NA,NA,"0.131","3.1","0.92"
"3068",340145,"0.267","0.197","0.887",NA,"0.697","0.578","3.7","0.81"
"3069",340147,"0.377","0.452","1.393",NA,"2.693","1.4","3.8","1.04"
"3070",340148,NA,"0.234","0","0",NA,"0",NA,"0.63"
"3071",340151,"0","0",NA,NA,"0","1.806","3.5","0.83"
"3072",340155,"0.58","0.426","2.439","0","0.811","0.893","2.9","0.81"
"3073",340156,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3074",340158,"0","0","0",NA,NA,"0.391","2.6","0.62"
"3075",340159,NA,"1.546",NA,NA,NA,"0","4.5","0.96"
"3076",340166,"0.772","0.353","0.491","0","0.993","0.458","3.6","0.78"
"3077",340168,NA,NA,NA,NA,NA,NA,NA,NA
"3078",340171,"2.052","0.596","0.732","2.766","0.915","1.102","3.5","0.78"
"3079",340173,"0.521","1.12","1.545",NA,"0.981","0.664","2.5","1.04"
"3080",340183,"0.56","0.174","0","1.98","2.492","0.666","3.3","0.91"
"3081",340184,"0","0","0",NA,"0","0.514","2.2","0.94"
"3082",340186,"0","0",NA,NA,NA,"0.95","2.8","0.76"
"3083",340187,NA,NA,NA,NA,NA,NA,NA,NA
"3084",340188,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3085",341302,NA,NA,NA,NA,NA,NA,NA,NA
"3086",341303,NA,NA,NA,NA,NA,NA,NA,NA
"3087",341304,NA,NA,NA,NA,NA,NA,NA,NA
"3088",341305,NA,NA,NA,NA,NA,"0.526",NA,NA
"3089",341307,NA,NA,NA,NA,NA,NA,NA,NA
"3090",341311,NA,NA,NA,NA,NA,NA,NA,NA
"3091",341314,NA,NA,NA,NA,NA,NA,NA,NA
"3092",341315,NA,NA,NA,NA,NA,NA,NA,NA
"3093",341316,NA,NA,NA,NA,NA,"0",NA,NA
"3094",341317,NA,NA,NA,NA,NA,NA,NA,NA
"3095",341318,NA,NA,NA,NA,NA,"0.367","3.1",NA
"3096",341319,NA,"0",NA,NA,NA,"0.416","2.6",NA
"3097",341320,NA,NA,NA,NA,NA,NA,NA,NA
"3098",341322,NA,"1.596",NA,NA,NA,"0.404","3.1",NA
"3099",341323,NA,NA,NA,NA,NA,NA,NA,NA
"3100",341324,NA,NA,NA,NA,NA,"0","3.3",NA
"3101",341325,NA,NA,NA,NA,NA,NA,NA,NA
"3102",341326,NA,"0",NA,NA,NA,"0","2.9",NA
"3103",341327,NA,NA,NA,NA,NA,"1.386","3.0",NA
"3104",341328,NA,NA,NA,NA,NA,"0.702","2.5",NA
"3105",341329,NA,"0.751",NA,NA,NA,"0.475",NA,NA
"3106",350002,"0.512","1.081","1.842","0","0.502","0.877","2.6","0.74"
"3107",350006,"0.099","0.79","0.933",NA,"0.57","0.745","2.6","1.17"
"3108",350011,"0.759","0.472","1.145","0","0.58","1.121","3.2","1.01"
"3109",350015,"1.003","0.833","0.574","1.963","0","1.343","3.0","0.91"
"3110",350019,"0.133","0.256","0.854",NA,"0.3","0.659","3.2","0.86"
"3111",350063,NA,NA,NA,NA,NA,"0",NA,"0.90"
"3112",350064,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3113",350070,"0.571","0.576","0.689",NA,"2.248","1.158","3.9","0.75"
"3114",351300,NA,NA,NA,NA,NA,NA,NA,NA
"3115",351301,NA,NA,NA,NA,NA,NA,NA,NA
"3116",351302,NA,NA,NA,NA,NA,NA,NA,NA
"3117",351303,NA,NA,NA,NA,NA,NA,NA,NA
"3118",351304,NA,NA,NA,NA,NA,NA,NA,NA
"3119",351305,NA,NA,NA,NA,NA,NA,NA,NA
"3120",351306,NA,NA,NA,NA,NA,NA,NA,NA
"3121",351307,NA,NA,NA,NA,NA,NA,NA,NA
"3122",351308,NA,NA,NA,NA,NA,NA,NA,NA
"3123",351309,NA,NA,NA,NA,NA,NA,NA,NA
"3124",351310,NA,NA,NA,NA,NA,NA,NA,NA
"3125",351311,NA,NA,NA,NA,NA,"0",NA,NA
"3126",351312,NA,NA,NA,NA,NA,NA,NA,NA
"3127",351313,NA,NA,NA,NA,NA,NA,NA,NA
"3128",351314,NA,NA,NA,NA,NA,NA,NA,NA
"3129",351315,NA,NA,NA,NA,NA,NA,NA,NA
"3130",351316,NA,NA,NA,NA,NA,NA,NA,NA
"3131",351318,NA,NA,NA,NA,NA,NA,NA,NA
"3132",351319,NA,NA,NA,NA,NA,NA,NA,NA
"3133",351320,NA,NA,NA,NA,NA,NA,NA,NA
"3134",351321,NA,NA,NA,NA,NA,NA,NA,NA
"3135",351322,NA,NA,NA,NA,NA,NA,NA,NA
"3136",351323,NA,NA,NA,NA,NA,NA,NA,NA
"3137",351324,NA,NA,NA,NA,NA,NA,NA,NA
"3138",351325,NA,NA,NA,NA,NA,NA,NA,NA
"3139",351326,NA,NA,NA,NA,NA,NA,NA,NA
"3140",351327,NA,NA,NA,NA,NA,NA,NA,NA
"3141",351328,NA,NA,NA,NA,NA,NA,NA,NA
"3142",351329,NA,NA,NA,NA,NA,NA,NA,NA
"3143",351330,NA,NA,NA,NA,NA,NA,NA,NA
"3144",351331,NA,NA,NA,NA,NA,NA,NA,NA
"3145",351332,NA,NA,NA,NA,NA,NA,NA,NA
"3146",351333,NA,NA,NA,NA,NA,NA,NA,NA
"3147",351334,NA,"0",NA,NA,NA,"0","3.2",NA
"3148",351335,NA,NA,NA,NA,NA,NA,"3.1",NA
"3149",351336,NA,NA,NA,NA,NA,NA,"3.1",NA
"3150",360001,"0.212","0.253","0","0","2.506","1.596","2.7","0.71"
"3151",360002,NA,"0",NA,NA,NA,"0.61","1.8","0.69"
"3152",360003,"0.654","0.755","1.412","0","1.769","1.272","3.7","1.35"
"3153",360006,"0.113","0.739","1.199","0.69","0.672","0.819","2.3","1.01"
"3154",360008,"1.043","0.464","0.88","1.289","0.89","1.153","2.5","0.80"
"3155",360009,"0","0.152","0",NA,"1.117","0.877","3.3","0.82"
"3156",360010,"0.956","1.146","0.515",NA,NA,"0.789","3.0","0.85"
"3157",360011,"0.243","0.214","0","0","0.773","0.372","2.8","0.75"
"3158",360012,"0.229","0.297","0.831","0.871","1.068","0.807","3.1","1.05"
"3159",360013,NA,"0.508",NA,NA,NA,"0","2.7","0.78"
"3160",360014,NA,"0",NA,NA,NA,"1.178","3.4","0.84"
"3161",360016,"1.082","0.767","1.114",NA,"1.602","1.027","2.7","0.80"
"3162",360017,"0.423","0.668","0.809","0","1.82","1.114","3.6","1.07"
"3163",360020,"0.46","0.492","1.12","1.144","1.012","0.75",NA,"1.19"
"3164",360025,"0","0.115","0.641",NA,"0.698","0.4","2.2","0.65"
"3165",360026,"0.988","0","0",NA,NA,"0.898","3.0","0.92"
"3166",360027,"0.715","1.396","1.268","2.547","0.155","0.801","3.6","1.15"
"3167",360029,"0","0",NA,NA,NA,"0.646","3.4","0.89"
"3168",360032,NA,"0",NA,NA,NA,"0","2.9","0.70"
"3169",360035,"0.474","0.857","1.874","1.324","1.664","1.138","3.2","1.00"
"3170",360036,"0","0.208","0.647",NA,NA,"1.08","2.7","1.05"
"3171",360037,"0.629","0.552","2.302",NA,"0.991","0.458","3.9","0.94"
"3172",360039,"0.179","1.1","0.258","0","0.407","0.653","2.6","0.77"
"3173",360040,NA,"0.463","0",NA,NA,"0.659","2.3","0.67"
"3174",360041,"0.509","0.695","1.018",NA,"0.674","1.039","2.6","0.62"
"3175",360044,NA,"0.415",NA,NA,NA,"2.325","3.6","0.81"
"3176",360046,NA,"0",NA,NA,NA,"2.276","4.1","1.05"
"3177",360048,"0.453","0.438","1.259",NA,"0.196","0.642","3.9","1.77"
"3178",360051,"0.506","0.642","0.962","1.031","0.652","0.66","2.8","0.88"
"3179",360052,"0.308","0.682","0.464","0","0.994","0.855","3.2","0.74"
"3180",360054,"0","0.679","1.898",NA,NA,"1.297",NA,"1.12"
"3181",360055,"0.294","0.202","0",NA,"0.502","1.132","3.2","0.69"
"3182",360056,"0.336","0.678","0","1.372","1.421","0.767","3.3","0.65"
"3183",360058,NA,"0",NA,NA,NA,"0.355","2.8","0.76"
"3184",360059,"0.709","1.296","2.367","1.119","1.016","0.527","3.4","1.21"
"3185",360064,"0.334","0.339","0.458",NA,"0.132","0.983","2.8","1.45"
"3186",360065,NA,"0.29",NA,NA,NA,"1.369","2.4","0.78"
"3187",360066,"0","0.723","1.21",NA,"0.738","0.97","2.2","0.84"
"3188",360068,"0.079","0.236","1.077","1.256","0.11","0.953","2.1","0.92"
"3189",360070,"0.426","0.983","2.211","1.212","1.381","1.43","2.2","1.01"
"3190",360071,NA,NA,NA,NA,NA,"0","3.6","0.86"
"3191",360072,"0.256","0.655","2.019",NA,"0.641","1.041","2.5","1.32"
"3192",360074,"0","0.494","1.25","0","0","1.083","3.4","1.03"
"3193",360075,"1.18","0.789","0",NA,"3.968","1.226","2.8","0.92"
"3194",360076,"0.176","0","0",NA,"0.638","0.813","3.5","0.74"
"3195",360077,"0.422","0.482","1.089","1.111","0.858","1.34","3.0","0.81"
"3196",360078,"0.773","0.294","2.294","0","0","1.389","3.1","0.93"
"3197",360079,"0.164","0.605","0.414","1.706","1.14","0.589","2.0","0.90"
"3198",360080,"0.379","0",NA,NA,NA,"0.714","3.0","0.79"
"3199",360081,"0.513","0.245","1.185",NA,NA,"1.344","2.6","0.71"
"3200",360082,"0.285","0.362",NA,NA,"1.61","0.724","2.4","0.98"
"3201",360084,"0.857","0.072","0.557","0.838","0","0.557","3.2","1.01"
"3202",360085,"0.789","0.595","0.913","0.374","0.928","0.678","2.9","0.96"
"3203",360086,"0.139","0.132","0.421",NA,"3.156","1.111","3.4","0.79"
"3204",360087,"0","0",NA,NA,"1.726","0.36","3.2","0.86"
"3205",360089,NA,"0.646",NA,NA,NA,"0","2.5","0.79"
"3206",360090,"0.335","0.079","0.462",NA,"0.492","0.971","3.0","1.01"
"3207",360091,"0.559","0.216","0.704",NA,"0.794","1.201","2.3","0.75"
"3208",360092,NA,NA,NA,NA,NA,"0","2.7","0.93"
"3209",360095,"0.153","0.352","1.723","0","0","0.771","2.6","0.79"
"3210",360096,"0","0",NA,NA,"0.859","0.186",NA,"0.78"
"3211",360098,"0.308","0","0.485",NA,"1.543","1.052","3.1","0.72"
"3212",360107,NA,"0",NA,NA,NA,"0.353","2.9","0.87"
"3213",360109,NA,"0.49",NA,NA,NA,"0.476",NA,"0.84"
"3214",360112,"0.598","0.886","1.525",NA,"1.38","0.702","2.9","1.48"
"3215",360118,"0","0.068","0.308",NA,"0.353","0.573","3.2","0.85"
"3216",360121,NA,"0",NA,NA,NA,"0.469","3.5","0.77"
"3217",360123,"0.201","0","0",NA,"0","0.964","2.8","0.81"
"3218",360125,"0","0",NA,NA,NA,"0.804","3.7","0.83"
"3219",360131,NA,"0",NA,NA,NA,"0.529","3.5","0.66"
"3220",360132,"0.16","0","0.803",NA,"1.862","1.027","3.1","0.82"
"3221",360133,"0.082","0.191","0",NA,"1.136","0.785","2.4","0.77"
"3222",360134,"0.485","0.228","0.706","1.008","0.684","0.515","2.5","0.99"
"3223",360137,"0.817","0.906","1.016","1.263","0.729","1.051","2.6","0.82"
"3224",360141,"0.734","0.35","0.453",NA,"0","1.048","3.0","1.04"
"3225",360143,"0.638","0.639","0",NA,"1.061","0.932","3.0","0.89"
"3226",360144,"0.168","0.141","0",NA,"0.535","0.862","3.1","0.92"
"3227",360145,"0.071","0.702","1.328",NA,"0.91","1.377","3.6","0.85"
"3228",360147,"0.306","0.339","1.693","0","0.44","0.94",NA,"1.00"
"3229",360148,NA,NA,NA,NA,NA,"1.193","3.2","0.88"
"3230",360150,"0.231","0.134","0",NA,"0","0.987","3.5","1.00"
"3231",360151,"0.247","0.612","0",NA,NA,"1.137","2.3","0.82"
"3232",360152,"0.687","0.574","1.18","0","0.328","0.967","2.7","1.21"
"3233",360153,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3234",360155,"0.631","0.213","1.192","0.698","0.605","0.859","2.0","0.94"
"3235",360156,NA,"0",NA,NA,NA,"0","2.7","0.78"
"3236",360159,"0.32","0.248","1.954",NA,"0.448","1.208","3.2","0.84"
"3237",360161,"0","0","0","0","0.433","0.831","3.1","0.66"
"3238",360163,"0.514","0.134","0.53","1.881","1.227","1.157","2.2","0.98"
"3239",360170,NA,"0",NA,NA,NA,"1.048","2.9","0.94"
"3240",360172,"0.704","0.189","0.986",NA,"0","0.747","3.4","0.78"
"3241",360174,"0.356","0.228","0",NA,"0.948","0.599","3.2","0.70"
"3242",360175,"0","0.46",NA,NA,NA,"0.961","4.0","0.78"
"3243",360179,"0.46","0.27","1.029","1.463","0.184","0.829","3.0","0.71"
"3244",360180,"0.822","0.493","0.928","0.323","1.314","1.08","2.9","0.82"
"3245",360185,"0","0.241","0.961",NA,NA,"1.272","2.4","0.97"
"3246",360189,NA,"0",NA,NA,NA,"0.31",NA,"0.91"
"3247",360192,"0.331","0","0.4",NA,"1.461","1.014","3.1","0.70"
"3248",360197,NA,"0.54","3.401",NA,NA,"0","3.0","1.01"
"3249",360203,"0","0.264","0.549",NA,NA,"1.588","3.4","1.05"
"3250",360210,"0","0","0",NA,NA,"1.097","3.1","0.96"
"3251",360211,"0.652","0.555","0",NA,"2.183","1.28","2.7","0.69"
"3252",360218,"0","0.103","0",NA,"0","1.237","2.9","0.68"
"3253",360230,"0.136","0.386","0.789","1.842","0.875","1.149","3.0","0.97"
"3254",360234,"0.478","0.434","0.939","0","0.443","1.424","2.3","0.68"
"3255",360236,"0.22","0.765","0.305",NA,"0","1.195","3.5","0.62"
"3256",360239,"0","0.4","0.605",NA,"1.475","0.806","2.1","0.88"
"3257",360241,NA,NA,NA,NA,NA,NA,NA,NA
"3258",360245,NA,NA,NA,NA,"0","0.055",NA,"0.83"
"3259",360247,NA,NA,NA,NA,NA,NA,NA,NA
"3260",360259,"0.311","0","1.3",NA,NA,"0.636","3.3","0.88"
"3261",360261,NA,NA,NA,NA,NA,NA,NA,"0.87"
"3262",360262,"0.377","0.265","2.665",NA,NA,"0.86","2.8","0.65"
"3263",360263,NA,NA,NA,NA,NA,"0","2.6","0.75"
"3264",360266,NA,NA,NA,NA,NA,"0","2.2","0.66"
"3265",360270,NA,NA,NA,NA,NA,"0.566",NA,"0.90"
"3266",360274,NA,NA,NA,NA,NA,NA,"3.0","0.83"
"3267",360276,"0.254","0.263","0.769",NA,"1.421","0.732","2.3","1.00"
"3268",360348,"0","0.205","0","0",NA,"0.669",NA,"0.63"
"3269",360351,NA,NA,NA,NA,NA,"0","2.8","0.82"
"3270",360352,NA,"0","0.724","0.826",NA,"0","2.3","0.95"
"3271",360354,"0.46","0.367","1.308","0","1.008","1.237","3.0","0.73"
"3272",360355,NA,"0","0",NA,NA,"0","3.1","0.79"
"3273",360358,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3274",360359,"0.169","0.491","1.317","0.605","0.557","1.156","3.1","1.05"
"3275",360360,"1.252","0.122","0",NA,NA,"0.869",NA,"0.84"
"3276",360361,NA,NA,NA,NA,NA,NA,"3.6","0.85"
"3277",360362,NA,NA,NA,NA,NA,NA,"2.5","0.88"
"3278",361300,NA,NA,NA,NA,NA,NA,NA,NA
"3279",361301,NA,NA,NA,NA,NA,NA,"3.1",NA
"3280",361302,NA,NA,NA,NA,NA,NA,NA,NA
"3281",361303,NA,NA,NA,NA,NA,NA,NA,NA
"3282",361304,NA,NA,NA,NA,NA,NA,NA,NA
"3283",361306,NA,NA,NA,NA,NA,NA,"2.8",NA
"3284",361307,NA,NA,NA,NA,NA,"1.157","2.8",NA
"3285",361308,NA,NA,NA,NA,NA,NA,"2.8",NA
"3286",361309,NA,NA,NA,NA,NA,NA,NA,NA
"3287",361310,NA,NA,NA,NA,NA,NA,"3.1",NA
"3288",361311,NA,NA,NA,NA,NA,NA,NA,NA
"3289",361312,NA,NA,NA,NA,NA,NA,NA,NA
"3290",361313,NA,NA,NA,NA,NA,NA,NA,NA
"3291",361314,NA,NA,NA,NA,NA,NA,"2.9",NA
"3292",361315,NA,NA,NA,NA,NA,NA,NA,NA
"3293",361316,NA,NA,NA,NA,NA,NA,"2.6",NA
"3294",361318,NA,NA,NA,NA,NA,"0","2.7",NA
"3295",361319,NA,NA,NA,NA,NA,NA,"2.7",NA
"3296",361320,NA,NA,NA,NA,NA,NA,"3.1",NA
"3297",361321,NA,NA,NA,NA,NA,NA,NA,NA
"3298",361322,NA,NA,NA,NA,NA,NA,NA,NA
"3299",361323,NA,NA,NA,NA,NA,NA,NA,NA
"3300",361324,NA,NA,NA,NA,NA,NA,"3.9",NA
"3301",361325,NA,NA,NA,NA,NA,NA,"2.3",NA
"3302",361326,NA,NA,NA,NA,NA,NA,NA,NA
"3303",361327,NA,NA,NA,NA,NA,NA,NA,NA
"3304",361328,NA,NA,NA,NA,NA,NA,"3.2",NA
"3305",361329,NA,NA,NA,NA,NA,NA,"2.7",NA
"3306",361330,NA,NA,NA,NA,NA,NA,"3.1",NA
"3307",361331,NA,NA,NA,NA,NA,NA,NA,NA
"3308",361332,NA,NA,NA,NA,NA,NA,NA,NA
"3309",361333,NA,NA,NA,NA,NA,NA,"3.2",NA
"3310",361334,NA,NA,NA,NA,NA,NA,NA,NA
"3311",363300,NA,NA,NA,NA,NA,NA,NA,NA
"3312",363302,NA,NA,NA,NA,NA,NA,NA,NA
"3313",363303,NA,NA,NA,NA,NA,NA,NA,NA
"3314",363304,NA,NA,NA,NA,NA,NA,NA,NA
"3315",363305,NA,NA,NA,NA,NA,NA,NA,NA
"3316",363306,NA,NA,NA,NA,NA,NA,NA,NA
"3317",363308,NA,NA,NA,NA,NA,NA,NA,NA
"3318",370001,"1.119","0.505","0.989","0.492","2.569","1.074","2.6","0.89"
"3319",370002,NA,"0",NA,NA,NA,"0","3.0","0.85"
"3320",370004,NA,"0",NA,NA,NA,"0","2.8","0.94"
"3321",370006,"0","0.267","3.478",NA,NA,"0.362","3.8","0.75"
"3322",370007,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3323",370008,"0.276","0.464","1.797","0.241","0","0.871","3.0","0.81"
"3324",370011,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3325",370013,"0.213","0.896","1.073","0.509","1.968","1.461","2.6","0.83"
"3326",370014,"0","0.149",NA,NA,NA,"2.022","3.8","0.69"
"3327",370015,NA,NA,NA,NA,NA,NA,"3.1","0.87"
"3328",370016,"0","0.589","0.563",NA,NA,"1.383","3.0","0.79"
"3329",370018,"1.509","0.16","1.325",NA,NA,"0.786","2.3","0.96"
"3330",370019,"0","0",NA,NA,NA,"0","5.1","1.27"
"3331",370020,"0.285","0.711","0.348",NA,NA,"1.278","2.9","0.84"
"3332",370022,NA,"0",NA,NA,NA,"0.598","3.9","0.80"
"3333",370023,"0.342","0.148","1.456",NA,NA,"0.441","2.7","0.85"
"3334",370025,"0.13","0.127","0.504",NA,"0.504","0.287","3.6","1.04"
"3335",370026,"0","0.269","0.803",NA,NA,"1.19","2.4","0.76"
"3336",370028,"0.289","0.505","0.994",NA,"2.043","0.875","3.9","0.56"
"3337",370029,NA,NA,NA,NA,NA,"0",NA,"0.94"
"3338",370030,NA,NA,NA,NA,NA,NA,NA,"0.86"
"3339",370032,"0.14","0","0",NA,NA,"0.924","2.7","0.75"
"3340",370034,"0.235","0",NA,NA,NA,"1.743","3.6","1.09"
"3341",370036,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3342",370037,"0.603","0.612","0.41",NA,"1.179","0.686","3.5","0.75"
"3343",370039,NA,"0",NA,NA,NA,"1.19","3.3","0.80"
"3344",370040,NA,NA,NA,NA,NA,NA,NA,"0.87"
"3345",370041,NA,NA,NA,NA,NA,NA,NA,"0.88"
"3346",370047,"0.737","0.19","0.35",NA,"0.92","1.553","2.7","0.72"
"3347",370048,NA,"0",NA,NA,NA,"0",NA,"0.95"
"3348",370049,"0","0.583","0",NA,NA,"1.664","2.6","0.79"
"3349",370051,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3350",370054,NA,"0",NA,NA,NA,"2.498",NA,"0.94"
"3351",370056,"1.241","0.591","2.566","0","1.694","0.894","3.8","0.86"
"3352",370057,NA,NA,NA,NA,NA,"0.762",NA,"0.89"
"3353",370065,NA,NA,NA,NA,NA,"2.465",NA,"0.87"
"3354",370072,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3355",370078,"0.786","0.432","1.039",NA,"0.458","0.817","3.0","0.74"
"3356",370080,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3357",370083,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3358",370089,"0","1.526",NA,NA,"0","0.644","2.7","0.98"
"3359",370091,"0.37","0.573","1.768","0","0.929","0.866","3.3","1.00"
"3360",370093,"0.752","0.67","0.22","0.202","1.429","1.029","3.6","2.09"
"3361",370094,"0.67","0.281","0.921",NA,"2.644","1.729","4.1","0.96"
"3362",370097,"0.29","0.655","0",NA,"0","0.124","3.3","1.08"
"3363",370099,NA,NA,NA,NA,NA,NA,NA,"1.00"
"3364",370100,NA,"0",NA,NA,NA,"0",NA,"0.85"
"3365",370106,"0.863","0.838","1.433",NA,"1.508","1.278","2.7","0.69"
"3366",370112,NA,NA,NA,NA,NA,"0",NA,"0.89"
"3367",370113,NA,"0",NA,NA,NA,"0.3","3.0","0.70"
"3368",370114,"0.614","0.914","0.836","0.199","0.81","1.011","2.8","0.93"
"3369",370138,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3370",370139,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3371",370149,"1.309","0","0.947",NA,NA,"1.207","3.0","1.00"
"3372",370153,NA,NA,NA,NA,NA,"1.281",NA,"0.94"
"3373",370156,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3374",370158,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3375",370166,NA,NA,NA,NA,NA,"0",NA,"0.86"
"3376",370169,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3377",370170,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3378",370171,NA,"0.805",NA,NA,NA,"0",NA,"0.82"
"3379",370172,NA,NA,NA,NA,NA,"0",NA,"0.90"
"3380",370173,NA,NA,NA,NA,NA,"0",NA,"0.88"
